#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
明かり,あかり,燈光,ZI0zVFSSCWIVemuxZ4FJ
仕様,しよう,規格,ZN6tfzAgK2ff7rqxTNK0
ぶつかる,ぶつかる,碰撞,ZOryyoyeWg2NccNTRE0U
触れる,ふれる,觸碰，感受，違反,ZPIEZWps7fubkFCbiM9K
碑,ひ,碑,ZQknW3DVpXCIi4peFIt1
平等,びょうどう,平等,ZSMVApdqtQKVq656CTVb
悩む,なやむ,苦惱,ZUK1rSUIsDlKQeghRjsT
丸,まる,圓，滿,ZUdiAsfJvV7VjJN3l6IV
下り,くだり,下行列車,ZYiYPx0YAPsKGt6BXjbg
家事,かじ,家事,ZcA6a9QiaREKklzrJGM5
羽根,はね,羽毛,ZdFehix8gJA51p0Jk32h
四,よん,四,ZeDYQWkDfPjxVcU079hO
交じる,まじる,混合，混入,ZeuojkVoEvHvVCIL36ot
普段,ふだん,通常，平常,ZhKLtNSKPFMbUnRYHM6D
散らす,ちらす,散開，分散，分佈,ZlgRChdBXb6kylWnH14S
基づく,もとづく,基於,ZosFRpwA8aJUoN7fNScV
手術,しゅじゅつ,手術,ZpP28Y8O9VwWj10Z4Os1
避ける,よける,"避開, 迴避",ZpxIaHjKYzhn2tkvEmEB
興奮,こうふん,"興奮, 刺激",ZtF2upgWK422V0Rx9VbC
汚す,よごす,污染，弄髒,ZtMTkObKR8lCswKyFhhn
休暇,きゅうか,假期；休假；休息日,Zvt7eJ4Ab7cWEMiuqggG
化学,かがく,化學,Zz8tO6VjpiOAq9ytBvzF
憲法,けんぽう,憲法,a2MJnfn1Bi6uXyk9ZJj2
前者,ぜんしゃ,前者,a3vCgedFWhY4ZhC1u4cE
食品,しょくひん,食品,a6lzUe5W7ceiZahhVvqx
航空,こうくう,航空,a9eUHt4pGtZmFjlxPC2X
占める,しめる,佔有,aA7l0vu1imgGinLzR58k
書物,しょもつ,書物,aAOQQO17yIy16VgLO8Or
翼,つばさ,翅膀,aD1tJOmNYPtNWZwZgdLj
駆ける,かける,奔跑,aEwvVqkEuYybQqerZfJS
語る,かたる,"談話, 講述, 背誦",aIxmQOzPBXQX7BdpeajB
～敗,はい,敗績,aJl2rDTF9lQHEdDuveLn
ダイヤ,ダイヤ,時刻表,aO0LvrOtu0my10oiRzcD
似合う,にあう,適合,aQRibKynxpdoYzHAylnt
情,じょう,情感、情緒、熱情,aQu5aZ0NXwJ9usOT9vi0
非常,ひじょう,非常，緊急，特殊,aRZfaW3zBSBhhpv9sCHs
酔う,よう,醉,aViNHNdMHRxKlEhmGwU6
底,そこ,底,aVvjunQxidwd4We38MEi
丘陵,きゅうりょう,丘陵,aZ24NzDo9CFqqinJiaK9
栄養,えいよう,營養,aZ44zagQk6CkSx30EdZE
四角,しかく,四角,aZV3UanHQcbCmeKJ48Rw
教授,きょうじゅ,"教授, 教學",aZoc7hNNaLxqjHtc3Evz
生る,なる,結果,acrY3BUB12l2964FCS8O
ロケット,ロケット,小盒子墜飾，火箭,agLGHOHMCK6sc5WfpnLa
労働,ろうどう,勞動,agmIW7L6OinFyQWTKwNH
集まり,あつまり,"聚會, 會議, 收集品",ajL88WoKDeaWIV1pN4Lc
寮,りょう,宿舍,aoOURHnXxLcPX9fu7g48
上,かみ,上,aphQdlslhx5fOeuyq0ox
友好,ゆうこう,友好,avZnnLXArsfeSciAu9uk
真剣,しんけん,"認真, 嚴肅",awciu5pRKBgucbi4u0Ic
留める,とめる,扣住，關閉，拘留,axuZARzHYaKX2x80iEBs
ノック,ノック,擊球練習,b59fWGwtcj6GWXcYwGv0
詰める,つめる,裝填，縮短，研討細節,b8ULFWwjQDTHa7XQUeFL
強盗,ごうとう,強盜,bA8l3d3sExMiRny6myx0
雇う,やとう,僱用或聘請,bAZo3Qk70QBF4pYXqMjC
少しも,すこしも,一點也不,bD1np2w2JlWEe3cZVD1x
只,ただ,免費，僅，只,bES3tbiplUafGzimkMF0
ぼんやり,ぼんやり,模糊,bFS5Ei3xpMXAJ5rVceH5
清潔,せいけつ,清潔,bFXBipvcMUD4DgR3pWD9
使用,しよう,使用,bHXMLv9pzg7qa7SU57wv
賞,しょう,獎,bHuUYCCI1n5IOySu9Qc3
家賃,やちん,房租,bKoUlsvpzx4aFiRZrfXs
企業,きぎょう,企業,bMREg1N6soxJFrlxw42I
あるいは,あるいは,或是，或許,bOtPDy63MhiLMi9AG7wg
許可,きょか,許可,bP4J2JIBjxKhRidNt0UN
特徴,とくちょう,特徵,bPLucVeqnrE3VMECMaBA
押える,おさえる,按住，抑制,bQ8987BCleSYrW86O4k0
さっぱり,さっぱり,清爽，整潔,bQHYDktEd8EsCM7gYsgo
現す,あらわす,顯示,bQWlq91NPyq1hcWOiqnI
過ごす,すごす,度過,bR3OuoBi6niz7f4lYDC2
不幸,ふこう,不幸,bRzbOXI3RHeI0qdDy0qi
始まり,はじまり,開始，起源,bTHyUy65Ct4RUPweaC6G
国籍,こくせき,國籍,bTeBa3BvE4eMcHnUlX2z
高速,こうそく,"高速, 高檔",bWvYgksJcxToRmDcB8nN
記入,きにゅう,填寫,bYJmK9VGQPOXcFLBN2IW
チャンス,チャンス,機會,bYjg79ahJ9AejLBdANjT
加減,かげん,調整、加減,ba0sns3EyZ3BNf1ls2gT
母親,ははおや,母親,bbGCMjrZk1kyoIcpzKxW
パーセント,パーセント,百分比,bbjEf3QsNAXkZHjA0ThN
現れる,あらわれる,出現，顯露,bcWtTotlyaJgFnLgt3mQ
印刷,いんさつ,印刷ˋ,bdBKLhasFCkyfiAfHclp
本当,ほんと,真實,beR1Ol7e7Ee7V11BUcGr
至る,いたる,抵達,beytJ9IJKUx1qXl3AwfD
悪口,わるくち,惡口,bhxNVUi6ZDv4aOnBWAsz
適度,てきど,適度,bmQEg2l3RXlSHbog68na
商売,しょうばい,貿易、商業、買賣,bnI6NVpNqIfOBaihfDAD
磁気,じき,磁氣,bp4fbpAA0500ygZJ8HK2
同時,どうじ,同時,bpmUXLPn6crNoZxmEU4O
対する,たいする,面對，對抗，反對,bqvw9uo9aEkFjnctd53F
冗談,じょうだん,笑話,bsGnWT9vuZYvvpn3rmtj
想像,そうぞう,想像，猜測,bsVsbTLatvyMJiCliaKQ
黙る,だまる,沈默,bsmyxVfivsk5pSgdaY47
咳,せき,咳,buTpD26EmvXBQDtb5Bzc
頬,ほほ,臉頰,buin2g34IUFZrGhtmfb4
群,ぐん,群,bupx1X8EHhXX17msAX3Q
仲,なか,關係,c3AAfRh3FFGhMjOqF2g3
伸びる,のびる,延伸，取得進展，生長,c6Evbq7iXUlBzL3gSnIb
議長,ぎちょう,議長,c7mu0LEsOS90TP7JwamQ
学問,がくもん,學問,cBZ8kW5xM2bgLFNSkk0A
スタイル,スタイル,風格,cBxkekQbo3AU9xXbC67T
傷める,いためる,損壞，損害，腐壞,cCPrYns9pPQuZXE999BN
比較,ひかく,比較,cEFEJfpFpAxDl0onASJE
本物,ほんもの,真品,cEzxEZRdmN15b0PxCKsT
デザート,デザート,甜點,cInQEA8FsTc5U3VAr0Dr
種,しゅ,種子，材料，原因,cJ9nmFaqpNesxkvKlPo1
不思議,ふしぎ,神秘、好奇心,cJPBFjgaUV8m8cRfkMAj
用心,ようじん,注意，預防，謹慎,cL5sx97naMs93zU2cyTP
秘密,ひみつ,祕密,cPD7n0SIAGRZlVPxgSs0
すなわち,すなわち,即是，也就是,cPN9Psw2pZY6X2mNOsm1
苦手,にがて,不擅長，弱項，討厭,cPmXPlLmmpw3Qdou3Lqi
ハイキング,ハイキング,健行,cVPmmYGs4FHPT26HG5XK
持ち上げる,もちあげる,舉起，提升，奉承,cVqghgc8AAbOR8CsRTUH
容器,ようき,容器,cXbZpdM4Fy5U3u8lEAZI
考え,かんがえ,想法,cYQCAFBKUcEhukMLtBTs
伝わる,つたわる,傳承,ccI5uo8dqoeINE8dheu7
読書,どくしょ,讀書,chlz7awlieZSwcj6g20q
電子,でんし,電子,ckaRm6DroeRBpJkUfmib
データ,データ,資料,cmM4T3D33QKQA3JMxN05
しばしば,しばしば,經常，屢次,cqZ5jKUoU2yR5F30ECls
得意,とくい,得意,cqkafjR8bRaEX7XucN6A
ぶつける,ぶつける,撞擊，重擊並攻擊,crq0mGB3pA8reVVkhGD4
完成,かんせい,完成,cstzFNWd7SNBzd9Knnub
刊行,かんこう,刊行,cu0xNveK6uy37ThWkrdf
扱う,あつかう,處理，對待，應付,cvo7U5Q3nZ9yXdYUq9gD
明ける,あける,破曉,cyvCCCz4Mb3Q6w1wpSIM
他人,たにん,陌生人,czLUGtOElzSST8FIbwhg
越える,こえる,"超過, 越過, 橫越",d4lRkEbouGpULj4Pobsj
油,あぶら,油,d4lesiVVWRgWabkdUIO0
友,とも,朋友、夥伴、死黨,d9Reyj8mmflt0H3zIJNj
制限,せいげん,限制,dBnMjVmJrtzi8udfF6jl
凍る,こおる,結冰,dCwjVyRUB9PucFGELG2C
土,つち,土,dGSfJeRlvefBtKQMZSzF
討つ,うつ,攻擊，報仇,dIAQKO8pvmFSj7iqY7Ys
剥く,むく,剝皮,dIBGyLLpIXpENyDTVjCy
金額,きんがく,金額,dQHP1NWLCMy60fAK37Pb
ライター,ライター,打火機 / 作家,dQLzkiOVK8HsFEDxToGC
石油,せきゆ,石油,dSkhywYNtQY8Qgb4mixF
根,ね,根(ㄍㄣ gen1),dUddEe4P62FrHgk9AZYA
順調,じゅんちょう,順調,dVxdcpfqE22rtItBjvl9
柵,さく,柵欄,dWPXMJfv7HnRS1Q4Nx59
加わる,くわわる,加入，同意,dbJDtaz7TJGdERYkI7Vr
飼う,かう,飼養,dfSldnpKDRtXdqZIIjQt
お前,おまえ,您,dhOSIgpPBv2s5TdDwCNl
希望,きぼう,希望,dihv49OqfSCIjgrZET9P
ふと,ふと,突然地，偶爾地，順便地,djapb5onGd8coQy0QU37
羽,はね,翅膀,djnYAqR7ijUXRRVDi4Tv
精々,せいぜい,充其量,dlAK4n91GZhr7TNMzmzW
対,つい,一對，一雙，組,dlpFy4hu7Lp5ctZLnInj
面接,めんせつ,面接,doG2p6Y3lLO4fzP445nJ
舞台,ぶたい,舞臺,doKgld1B5bDfdz4ph2Gc
連想,れんそう,聯想,dxLimo0E7AYKJTZ0G7Cj
床,ゆか,地板,dxMOiLLkA8luxdVb1qWJ
捕まる,つかまる,"被捕, 被抓",dxdttpuynfBJKnfQ2nrU
スター,スター,星,dzSsGVAOdwSsTQmdGxMY
嵐,あらし,風暴,e3QVCTE8OdMntAZHxEfk
欠点,けってん,缺點,e4DWJlT0wAzGDYqciIC5
劣る,おとる,遜色於,e7kGXRWFrAsdztv0jpne
日常,にちじょう,日常,e8OvFeO09fZ22hjuUE21
プラン,プラン,計畫,eCujy70gHafdeLLcrb3J
不安,ふあん,不安,eG5EY1cnSgbNXNQEBk8R
反省,はんせい,反省,eG7CBrRe2tyXeul5nUmT
物価,ぶっか,物價,eGeQzdAXfqfLumguWsgQ
微妙,びみょう,微妙,eJ5FO8huZevPjzOTL9Mn
効く,きく,有效,eLr6dAcaWSl8xg2zb5kH
結論,けつろん,結論,ePko6ptCZtQ1lq9xOhWF
振り,ふり,風格，態度,eUCaqfly22omXMBflfkt
真理,しんり,真理,eV9MgAy8VlDxPrtUswPi
鳴らす,ならす,鳴響,eYvYkM0HJRGrDB4NIESR
自慢,じまん,自慢，誇耀,eawSFgSc2lSfcY8Vn5cb
プラス,プラス,加,ebOed6CuXsrimFKLVzio
合格,ごうかく,及格,eeqOfsPQCltukHZkA191
婚約,こんやく,婚約,eg6kRI5LPfyCNi8A826c
模様,もよう,"模樣, 圖案, 設計",egYcKEbIzjbqLAzxGq0I
図る,はかる,策劃、試圖、設計、謀劃、將 A 轉交給 B,eh0bIucRcWqlwFdUeAaf
やがて,やがて,不久之後，很快，終於,eiDSjtjQS45nitSe9KVT
後悔,こうかい,後悔,euDNC0gXCTbzctBAbYTB
王,おう,王,ewZ1jZlJm4k5sqpzLBQe
脇,わき,脇,ewcNr4Q9kUDiXrzG2igw
景気,けいき,景氣,exJTXZKtEHu7tD1U8ZzR
どうぞよろしく,どうぞよろしく,請多多指教。,exovDFTH7e0VuVsduWGH
通信,つうしん,通信,f0la4xUBZMawuVlfOD81
先日,せんじつ,前幾天,f1n2RdOncHZVKSmjAEyY
印,しるし,標記、符號、證據,f2lxJglX9qMkXIPXFBtI
揃う,そろう,齊全，相等,f3EesCdriyw4VrLPtz3E
暮らし,くらし,生活,f5KM8APlfeEFb5aApWX8
求める,もとめる,請求；尋求,f8Q2GQcNx2VfxjJVmFJR
会計,かいけい,會計,fBfxasObqZpaDtlUdrBG
姉妹,しまい,姐妹,fCPzo8nefX6t5k1NFz5T
引っ張る,ひっぱる,拉，延伸，拖曳,fD0rS5q4NjReLg3x4Oft
指導,しどう,領導、指導、教練,fD5sxApV8X5zMumQ4riy
氏,し,氏,fDLsen7aJjEBJz78AyAO
書斎,しょさい,書齋,fDsJKIeILCUAolfZ9qEO
クリスマス,クリスマス,聖誕節,fEQTYIQlZPafzYpls46G
計器,けいき,儀器,fI1FIzK41FjjqojgfPL7
成人,せいじん,成人,fLt93FYoDNCLcybwoiyT
敬意,けいい,敬意,fNHoZFlehbGezObiKSqs
機構,きこう,機構,fRc1qiuCLX0uoCDpsvPz
公演,こうえん,公演,fVaHMhmOItoP9tKhF0L0
禅,ぜん,禪,fVbvi1WvO6aQ6dEv1zs9
ママ,ママ,媽媽,fY6cKIuVD4wx6kyRBELD
所為,せい,"緣故, 原因, 過錯",feJa0VoJGAPq8Za11eSR
大臣,だいじん,內閣大臣,feSDTOgQseR1Wy0uooid
貧しい,まずしい,貧窮的,fnGpk4wmISkNcVBvz60t
隠す,かくす,隱藏,fpLkkCT69MLODyjo01t8
順,じゅん,順序,fqWVizSbGbQXDM7yoP6x
詳しい,くわしい,詳細的，完整的，精確的,fxHsedSAZyHQiI2kACCb
表示,ひょうじ,顯示,fy1QalA5AStG0orbFDxi
日,にち,日,fy85mXe6kNdMyHlf5Vj3
宇宙,うちゅう,宇宙,fyQ5pWEgIghNAoUwdNvO
元,もと,起源、原本的；前任的,g15Aga6ThNGDTooTAFyM
反る,そる,"翹曲, 彎曲",g1TBR8oNUOr4yM3TuRmG
量,りょう,量,g1mkYk0PAxNMKaO9qfq5
様子,ようす,"情況, 態樣, 外觀",g4JSceHguhk6eSl9ZBeo
湿る,しめる,潮濕的,g4RWoHwDOju28KxYZUif
激しい,はげしい,猛烈的，激烈的,g6jDaj0jmWubqeqmp3ep
説く,とく,說明，提倡,g7eaTnUQk1IlF3b3ElqS
一種,いっしゅ,一種,gA5Nib96lFG9161YYcK3
価格,かかく,價格,gHTLggqaGpDLtrwQ6A9S
手品,てじな,魔術,gJ5v9JdvWUaYfg4EuRNq
登山,とざん,登山,gK2xeWTbwGf1qPTLYLqW
映す,うつす,"投影, 反映, 投射",gKpFlhktJNdyB45X0qXq
老い,おい,老年,gM046QHUqRfYZxKaQlfT
繰り返す,くりかえす,重複,gMmxrSiQgqXJL7o6eTyo
衛星,えいせい,衛星,gN53x6TGq0rhWxF1rZDh
粋,すい,雅致、風格、純粹,gNghnz9H9AqEba0c0SGl
財産,ざいさん,財產,gR9wbbaE4JaUdIQeZXfF
昼食,ちゅうしょく,午餐,gUDhQzRaQUTHxyeKvd6F
計る,はかる,測量，稱重，測繪,gWZBvHWQEHWzuItdrYLR
過去,かこ,過去,gXUopZVluWBKon8c4l41
頬,ほお,臉頰,gXcFbGjJHDg6ljBKmy1I
歓迎,かんげい,歡迎，接待,gbXunSCbQmNrl76WAewF
修理,しゅうり,修理,gbgTnE9nBoNwMSRhpjRy
役割,やくわり,角色、職責,ge2X1hu7CpLBKQoNEWVK
叩く,はたく,"打擊, 拍打",gg72lcYCNU4oxCxDCE3f
突然,とつぜん,突然,ggEHkOOSaJrKcQ92V804
選択,せんたく,選擇,giXV5NUDZisq00jresLm
満ちる,みちる,滿足，成熟,gj2O5DNtjkjEpTZEVI6D
露,つゆ,露,gjlZ8lGg9sFpJBxVL3gP
用いる,もちいる,使用,gk7jl6guCzpViz7wRdc2
親戚,しんせき,親戚,goSHFknI3xW0X75vM9UU
埋まる,うまる,被埋沒，被填滿,gscF6zl4G3s0LwiKOHiu
転ぶ,ころぶ,跌倒,gsdiAXEc4ifIBBg4T82m
入場,にゅうじょう,入場,gxa4gyr2JwN4tQd0wemr
現象,げんしょう,現象,gyDbdv6kD5MdIZ6I0rGq
礼,れい,感謝；鞠躬,gyblLWnVPThMifrJuukq
額,ひたい,金額 / 畫框,gzHDrxOwh7E8aVN0nFJv
修飾,しゅうしょく,裝飾，修飾,h18CBGQCII7aT0K042PF
感覚,かんかく,感覺,h3XsaSn1jNLU6520O5k6
街,まち,街，街道,h55xMo6AvXWzV0riV1Dw
照明,しょうめい,照明,h72jFHm6yJiUiee51z6M
信用,しんよう,信用，信賴,hAWFn8wM4ZsUYf7mL9Bl
粗末,そまつ,粗末,hB8EQUJON4tstKMn36Fk
水洗,すいせん,沖水,hBc5tD67JcVcGWzZIfzx
出会う,であう,偶遇,hCEf2b3yvq5wQolO78Z4
前進,ぜんしん,前進,hDOA36pJxrvTXI2soNrA
上る,のぼる,上升，往上走，爬升,hHt3I6oMRJfY8UfqHYR3
おめでとう,おめでとう,恭喜！,hIXl2iJhFcrjQJFF4waO
捲る,めくる,翻閱,hKH5Ey2gXvMVYps6YqBA
騙す,だます,欺騙,hLRmUJmZ6xCb7UoG3XAq
交ざる,まざる,混合，混入,hN22tVSYMtGKUR53lIkt
開始,かいし,開始,hNMjYxdwyjwrrFzCLylC
端,はし,"端, 邊緣, 邊界",hNrIVi3B7JwrkSUnjzUS
監督,かんとく,"監督 (supervision, control, director)",hPx96kbdxZdi5fAq9Zf7
胃,い,胃,hQ5OjWUSdalDAGmZGZGa
方向,ほうこう,方向,hSdzgec2iomcC9DqV2k2
及ぼす,およぼす,施加、導致、運用,hT3POUUyblbONsaAYhFA
間違い,まちがい,錯誤,hTNKZGcjzeswbAxNFkVq
日本,にっぽん,日本,hUfpNGUy0GdTg1LCAog5
損害,そんがい,損害，損失,hXBDRJ1LF9BvWjiWoNob
姓名,せいめい,姓名,hilLApkOZpINtfCFHlF4
すくなくとも,すくなくとも,至少,hjS8wkOQdaoAcMtXgQ2m
酒,さけ,酒,hnknxTBaqGrQ2CVhkr16
全く,まったく,完全,hpiTeQeRToXLASM9sUzg
外交,がいこう,外交,hrKbGEmEKEPqSBkLTNIh
濡らす,ぬらす,弄濕 / 浸泡,htwZDGadweHhpDv8jxR6
覚悟,かくご,"覺悟, 決心, 準備",hymvGnYVrI1tych9TG6w
中古,ちゅうこ,二手,hyo4aCtnc22crVyQA59r
見掛ける,みかける,看見,i1cM8BmVqTvc3DRQ1NPs
有効,ゆうこう,有效,i3oHZgMFiGXvFubJxRfo
下す,おろす,降下,i4Y5D6eLIQhHNl2SGK6D
老人,ろうじん,老人,i4n4k83rYDTwb9Flo8gj
現状,げんじょう,現狀,i5LsPadpcvi3nSNWZeTC
裂く,さく,撕裂，分裂,i5n1C88W1uWjKOtkgLlV
組織,そしき,"組織,結構,組織",i6CJVsQNemkZjwPrk1NO
城,しろ,城,i70SIHJpKQJGXrbsUjA5
酸素,さんそ,氧素,i7ZyzgqqokvKE48CF5o9
硬い,かたい,硬的,iA6IoDawRHVGuz12iTZM
選挙,せんきょ,選舉,iAFf6tMfqFI1tXH3AKu7
包み,つつみ,包裹,iBR0hDWjx4FLFJtFQlVa
感心,かんしん,欽佩,iBRbqHuthHaX1niN1NfU
別れ,わかれ,離別,iCKzahjRszMGgkP2ZhBn
囲む,かこむ,"圍繞, 包圍",iGQ6AwB155RpwgO7S6ts
明らか,あきらか,明顯的，清楚的,iGwFYVH05Yttm9TjubVW
グループ,グループ,群組,iKEfbjj7IxEoiEGgOSex
キャンプ,キャンプ,露營,iKqCFE6iOvQHaFQeECRs
食物,しょくもつ,食物,iL2Olgq0TxC8QP6JKyaa
全国,ぜんこく,全國,iOsqAFBnGJXMGXWcbm91
流す,ながす,"流出, 漂浮, 流",iPaz2EIm5amDcO5v7JUE
ことによると,ことによると,可能，視情況而定。,iURg8CuZYEibxgHUIJIx
別に,べつに,沒什麼特別的,iV4bLPO9kJuSEUCVEhYE
関連,かんれん,關連,iWD189p7bNKkteZjPXaq
捜査,そうさ,搜查,iXWSmIpGrOmfm8sTa1PU
ざっと,ざっと,大約地,iXtmZ2ZF5WwJasAONN06
少々,しょうしょう,少少,iYPhTtPFw4k8To2OVcXM
隊,たい,隊,iZKOxyhL4rKUrslP3La8
貴重,きちょう,珍貴，有價值,iZPUtl1e6Y9wopR4umsp
魚,うお,魚,iau4nFaSGjyyJl9AoGmv
なお,なお,仍然，還是,ibg8LKWG4KoUTVIpuGzZ
学歴,がくれき,學歷,igZwnKMp2PdWjuMvH4oZ
伝言,でんごん,口信,ikPK1Nv0A1E8tpoFpTna
借り,かり,借貸、債務、貸款,imcJkaRqls2CloT97aLN
汚染,おせん,污染,isgrABrvIwMvIOwdM442
克服,こくふく,克服,itAVIZybwc7be04eKf29
通す,とおす,通過，忽略，繼續,ivbidFv5tIhB5sJQBgia
感動,かんどう,感動,ivlCYzblhX83xH6fHQbM
水準,すいじゅん,水準,iw77N1ketzvqRLCf0RA6
表情,ひょうじょう,表情,iy3FQR8mUN1cSRT2LXqG
馴らす,ならす,馴化,j1y26NigFBCmQ8tu30RE
酸化,さんか,氧化,j6GLeqDRkTfDy4QYv84T
生やす,はやす,長出來,j9t3V4xRitTDmOcb438x
重視,じゅうし,重視,j9yH74v3Hcqh4OdE9qzv
付き合い,つきあい,"交際, 友誼, 聯繫",jAEWK0wuusVBGRMJt9JA
抵抗,ていこう,"抵抗, 反對",jAGWhnoJY6wOyLhnGAW2
幸福,こうふく,幸福,jAkKu0sfINbcY3inypdx
巻く,まく,捲繞，纏繞，捲起,jAqkZORgDcTrYaOj75Li
クラシック,クラシック,經典,jBL5ImIw5qIuDXeXXoU4
異,い,歧異,jCWFHlszK40VY5fLUaIs
ダンス,ダンス,跳舞,jCg0ecUcedBtZsI4rZkL
範囲,はんい,範圍,jElfg8TJStUw1yWh8iGR
芝居,しばい,戲劇,jEq6i7VWcZ38aEbuZeRr
大人しい,おとなしい,溫順的，馴服的，安靜的,jFAnBb1U6xVflBtdxtil
殖やす,ふやす,增加,jFTmH1Iz7cvRvVLUj31g
旧,きゅう,舊,jG82ZWC2cyeOjzcDi1Td
国民,こくみん,國民,jH5tpca9G69ZBNocKgYJ
そして,そして,然後,jJ7KjbfzX3mWclCioRva
好み,このみ,喜好，口味，選擇,jNk0wudGNHOXsO8odxU8
福,ふく,福氣,jOngtJKtGHOVU681JiUH
進める,すすめる,推進、促進、加快,jPjcoxeDF03QWEAP3YUZ
食糧,しょくりょう,糧食,jShtfF6eCOWyM2iimahg
度,たび,次,jT3X17WbfhYJFGXlCWBV
直に,じかに,直接，立即,jVQs1CMkpEuQjUtXON6q
徹夜,てつや,徹夜,jVU02gJcr7vP5YK5ltbH
競技,きょうぎ,競技,jWblIFZrVJnY4PoDJbAj
衆,しゅう,眾,jWvUNHrPrGRvKmdE9ozV
抱える,かかえる,抱著或攜帶在手臂下或內,jXlZVGHSQzuaSKL4zLrM
作曲,さっきょく,作曲,jYSIbGQ8hBqhkiXxgnOg
追う,おう,追，追趕,jZ0naHTNhJXngczCC4Xa
加味,かみ,調味,jcdU04WS1D2ymd6rSxse
発行,はっこう,發行,jgHjfpAPtIhsNV3PDnGJ
広める,ひろめる,擴大，傳播,jgUgYoAEV4bxNqD0mET5
刺さる,ささる,刺入，卡住,jhpBaiN4v2ywpFc9Y2ZG
調子,ちょうし,"狀況, 狀態, 曲調, 音色",jigzxzYhCqHhZE5na1Ag
目標,もくひょう,目標,jp6VG6LzEq94fNr4GNqh
議員,ぎいん,議員,jq1r348Z2V8gibxJRg71
グランド,グランド,腺，盛大，接地,jqBRy45SM1CDdcgYUxRb
新鮮,しんせん,新鮮,js8QLRAbnuyLAX20c9fw
地平線,ちへいせん,地平線,jt3nPU9x4bEqDq9X5epl
恐らく,おそらく,或許,jt9NAkFKoDwVPBSKyYym
沿う,そう,沿著走，跟隨,jyDkZIj1pL6hxd5EUfvK
離れる,はなれる,分離，分開,jzMQ5m3oV5hi4Vmslmp9
売れる,うれる,賣出去,k0jaChLrZbOymKXLIZqh
うがい,うがい,漱口,k55hXU1Irsvlgy9G2ChB
昇る,のぼる,升起，上升,k5qS1SFakNEDDLRcKKUe
案,あん,計畫、方案、提議,k74cVFy1WR9z2d4CV0x3
増やす,ふやす,增加,k77M7vofX2GCMLG0OpC9
アイスクリーム,アイスクリーム,冰淇淋,k8B2ToDkrwnWVVh45s5l
吠える,ほえる,吠叫,k8V4rhFhrZYaD8MkmRF3
助手,じょしゅ,助手,k8z10grzOd4hk8jfbXF8
ヨット,ヨット,帆船,k9azGet9PYcJOyLumcdw
通貨,つうか,通貨,k9rF62LPVZKPPISd4gPT
責任,せきにん,責任,kC6hhlc7uv1WP7YvMHhd
土地,とち,土地,kCF79ewYuWHripUBFgzy
博士,はかせ,博士,kCMO5tewlvXx0P0MUo8w
正体,しょうたい,真面目,kGmzF3sPHXFVHwnS1GdQ
心臓,しんぞう,心臟,kRPgnz5n0kayKIhOKq7t
上司,じょうし,上司,kYcU9Pd0RRjrf5dmVElq
尊重,そんちょう,尊重,kcTYSFMyzJ0rYxShSeDV
変化,へんか,變化,kcqaB53mLiXaHLjVxJz2
解決,かいけつ,解決,kdkZRbArbbnUk2Y2W7Ug
賭ける,かける,賭注，冒險，賭博,kfXltvmTwBqecslvFsHc
劇場,げきじょう,劇場,kfd7aZQfXzYmKL6aXsHO
無料,むりょう,免費,kheuyKZTKHNSlpCf3IeD
臭い,くさい,臭的,kiHi3JMjpxDQPKbJSdZO
理想,りそう,理想,kkg2H4KxtKshVq4JBxtT
道徳,どうとく,道德,kpIsRE5fOb5dIMkJ4NyW
かゆい,かゆい,癢,kr7uhVoCLJWxG4XhrWuR
居間,いま,客廳,ktgoVZqf4O7NVNFbZeHb
揃える,そろえる,整理，排列,kvPgkWDBMAPbbOnvIhr5
少女,しょうじょ,少女,kwvl3GDaHzmF6TVTfpjD
活気,かっき,活氣,kzRnjJA3FM7GhZ3HuusO
独り,ひとり,獨自一人，未婚,l1QZ9QyW3gS2ZRe5QAHz
毛布,もうふ,毛毯,l29j4wInMeEjwSdSf6za
いずれ,いずれ,任何一個，哪一個，誰,l3D5hq2w3OBgk6QdC9gZ
桜,さくら,櫻花,l3slUVz5QpFN6bwl051x
周囲,しゅうい,周圍,l3wULjHZHUOjIlaI3l19
省略,しょうりゃく,省略,lC1LjSOxDUO3O4qQzO8W
詩,し,詩,lG2Scv2gGVUEOlK6AJ0Y
題,だい,"標題, 主題, 題材",lG8lwzeiFMplg8YR0tjO
表,ひょう,表面，前側，外側,lGG3RySNqZxd6FDdZzDP
国語,こくご,國語,lH5MNrE7t6bHdjhJSOcr
酌む,くむ,斟酒,lJZG4zQm3O6gAHMdFJwJ
エンジン,エンジン,引擎,lK3NYKqXK3vm2nStn9Wk
冷ます,さます,冷卻,lKCK1lyiPhsNYAaepO7s
つまり,つまり,換言之，也就是說，總而言之,lN5tFsFYNFLBdgrO80Us
陸,りく,陸地，岸邊,lRST3EC8FH2UejyAyQXj
勢い,いきおい,勢頭，勁頭，氣勢,lTfA7D0j28LEIY9CYML7
刷る,する,印刷,lUVxOp5ZH8TisbZ8t9w5
生理,せいり,"生理, 月經",lXgDSyMuFV9zQbBZnE93
強調,きょうちょう,強調,lZ3iCxaFXF08oE1vd0lR
散る,ちる,散落,laKnnN2G0lKFzXDWPTmY
