#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
悩ます,なやます,困擾，煩擾，騷擾,QMoqOXHbOlL5wcYw8SpB
不評,ふひょう,負評，名聲不佳，不受歡迎,QOaZcxzTzN3L29N08MHe
立て替える,たてかえる,墊付,QPKiFGWNXKMAaY13tU0D
揃い,そろい,套裝，制服,QXA0YbJyf770nfyv8dSY
手数,てすう,麻煩，勞動，處理,QYRrC9UweQwHWOLewfc7
先天的,せんてんてき,先天的,QYsVM457bDc20A662iZI
複合,ふくごう,複合,Qax0OJGPxi9nVnk3jDci
読み上げる,よみあげる,朗讀,QcsOhrzrS5NJCI1otNrP
名称,めいしょう,名稱,QeVDXYNZBKP4w7v87pha
共学,きょうがく,男女合校,QeciN9UEpfBJvX09ufyE
成り立つ,なりたつ,"組成, 成立, 可行",QhRcNt8CNKocAflR8C1L
招き,まねき,邀請,QhuoWn10TaGyBBTPLhFX
法学,ほうがく,法學,QjRTAcUqBGQQWxXdPrvE
障る,さわる,妨礙，干擾，影響,Ql8kxc2RxJD4my2jtqUk
痛切,つうせつ,痛切,Qmpx7j8zSTwOfKL00OSm
疑惑,ぎわく,疑惑,QmrDGU4Y3GAQMQLOOYa7
城下,じょうか,城下町,QnKVRe7eJTubQRI0xDCl
据える,すえる,放置,QqQjvunobeUEgleQLL4Z
往診,おうしん,出診,Qs6lbNZHsFTEzycBhips
職員,しょくいん,職員,QufcJM7qu0qeSv2MscZx
密か,ひそか,秘密的，私下的，暗地裡的,QxO9OVk7GWc6Xg6PIgKo
埋め込む,うめこむ,埋入、植入,QzzHV2j5WgqCDXSI0ZS4
理論,りろん,理論,R0LTr06pLPSdZW7qzj75
ダンプ,ダンプ,傾卸卡車,R37aMNZMm1Ffm34gVzlk
偏見,へんけん,偏見,R37gKNG8CApidesAfMix
公然,こうぜん,公然,R4kSvY2RWlEouZhnKqEd
弁論,べんろん,辯論,R6wnaPs3wtLK6XfcCi6N
詫び,わび,歉意,R7XAMYWPHG6mW3PCc8fd
無知,むち,無知,R9J3GeqmuHGU5103YotD
弾く,はじく,彈奏,RAS3zI49IbfthXfchAce
合間,あいま,空隙,RDmB3crn2Mrm9NsZca69
甚だ,はなはだ,甚至極地,RE1SRrTo2zpyJ65FtxNc
準じる,じゅんじる,遵照,REBzcp9dP7DshFIQ5dMU
初耳,はつみみ,頭一次聽說,RF7jpWuQT0XOVZgR0d4z
染まる,そまる,被染色,RFh3cSv1lxCR4QWd7IpR
ボルト,ボルト,伏特；螺栓,RHSKBSvyeYdQq9sASteK
惜しむ,おしむ,節約，珍惜，惋惜,RLRMHeOTeYNIJQMov2D4
回送,かいそう,轉送,RLY0cF6wTfR7iCOUtEKK
果て,はて,盡頭，極限,RN636zfb3uSxRdpFNKWJ
実,じつ,果實，種子，好結果,RQ20rXYXfjHTQve6BLX5
小児科,しょうにか,兒科,RQWqXTIRQNkG4gxasb7c
惑星,わくせい,行星,RRLhL2Rq0zZb9TmeFI4s
同い年,おないどし,同年紀,RSDK8j4wRfZtkF9AsJJB
真心,まごころ,真心,RTbyAwxb4YgwD1ub8Nco
提携,ていけい,提攜，合作，結盟,RWDSman530i8Wv7Nxa5g
やけに,やけに,極其地，非常地,RWs46v7W8bN5b9hKNrsn
著名,ちょめい,著名,RXA5xoIhKmDxhKhIwWgn
いかにも,いかにも,真的,RXEC4KbTzx2Q1W0w7W29
反響,はんきょう,回響,RXhxCpuahhAhIEzZVeyg
欲深い,よくふかい,貪婪的,RXrPE01MR8wZEzSl3VZa
果てる,はてる,終了，結束，精疲力竭,RYV4Mwguv1njvW0Bk4D9
ぶらぶら,ぶらぶら,搖晃，閒逛,RZjKM1mVOj90VN1hHJ6o
名残,なごり,殘留、痕跡、回憶,Ra3RrBj49snywsxyeNLP
潮,しお,潮汐,Rbn1lYg3QXwZMgFxrbBE
ブーツ,ブーツ,靴子,RcQeun3ThL6R4ZNoZZFd
塾,じゅく,補習班,RcznKaUT5d7HR9SOXZHB
とがめる,とがめる,責備,Re57BL7yTA4d8zoLTwQK
滞る,とどこおる,滯留，延遲,RhSzTdRfkEw6XohOd1GU
異議,いぎ,異議,RiUeAmtu9BwCXb9sODHk
改良,かいりょう,改良,Rj4fjR55CiIb22f2tb5f
戯曲,ぎきょく,戲曲,RjKje5EkbKOLFs3I1rAq
ネガ,ネガ,負片,RnAIiw7Z1w2kwLKQmenK
うつむく,うつむく,低下頭，俯身,Rs9Z7RvjI6PLZ6r4trpr
共感,きょうかん,共感,RsNYCSiuD0tGHb2NllNY
中継,ちゅうけい,轉播,Rw9zF6luAFvLFdl2hqBv
防火,ぼうか,防火,RxUanc0JQYbuFdGFdVON
干し物,ほしもの,晾曬中的衣物,Rxft05x1GTTfwYTTHVgA
嘆く,なげく,嘆息，哀嘆，悲傷,RxpS3njGYQPkmkrl4VdZ
脚色,きゃくしょく,改編劇本,S175zBym0xrGBwDPRDgx
眼球,がんきゅう,眼球,S1nl56YbvQ2vxJGbkPi7
固有,こゆう,固有,S3Ec8GQhDaTJMthux3xD
購買,こうばい,購買,S3vlbwUh3KqwBqCUfwSB
もろに,もろに,完全地，徹底地,S4VrsPPiPHKVKLMF54Ne
蒸溜,じょうりゅう,蒸溜,S4xWhG7kz5SDZUwtigl8
連なる,つらなる,延伸，連綿，排成一列,S5q9es7BjAnnUuVMjX7h
落ち込む,おちこむ,沮喪,S6KLBQgVkve9HWeLH4VM
風土,ふうど,風土,S83ciz2mIgxNU77T8Uny
幽霊,ゆうれい,鬼魂、幽靈,S8SHn9ZD21BbMykkMU9m
断える,たえる,斷絕、滅絕,S9LuMvR0IWb1zlW5axzS
養護,ようご,養護,S9m9vsSBMrRsZpPkCQkb
ランプ,ランプ,燈泡、斜坡,SBKPdDUOEOipEQFfI1Jm
落葉,おちば,落葉,SE1ulqJGATVxnepdAoL1
済ます,すます,完成、結算、免除,SFUuI6D300nmO71i6vUY
待遇,たいぐう,待遇,SKT67v5eh6HPmjUDmdnI
押し切る,おしきる,固執己見,SN6X3xdTSe60DFb3Ww3C
英雄,えいゆう,英雄,SNPSbXB4ugqEeFMcnXSn
自我,じが,自我,SRDKbI5AEPOfWw4vY81T
土台,どだい,"地基, 基礎, 底座",SSVrf0Uf7LHUTQAPG0Vw
開拓,かいたく,開拓,STMIW8h0SWqfZYwkXQrE
勇敢,ゆうかん,勇敢,SWk8cWWPlhTpxMDp8Ni3
くぐる,くぐる,穿過,SXui9eJFsF5PPmkSHxxa
訴訟,そしょう,訴訟,SaaMcvp0QcMhmjO5r4HP
期日,きじつ,期日,SbmlORdMyFE7PVHkcHfC
クイズ,クイズ,測驗,Sbzr4kvXnAD4Vug7Azjc
付録,ふろく,附錄,Se77j0PPj3QIJPgfuBIm
貧弱,ひんじゃく,貧弱,SeaDluV8Bu8uONHuscem
インターフォン,インターフォン,對講機,SfwYWsK85IfojAhFKnbU
おおい (かん),おおい (かん),喂,SgjjMtP8HCoSpu0tmTvu
辿り着く,たどりつく,抵達,SmmoybW07qWTDxf2hP8P
脅かす,おびやかす,威脅，脅迫,SqSr81sPP6AVdrjzwL01
組み込む,くみこむ,插入，包含，嵌入,SqbrvzT7ztg83NsRoIXH
根拠,こんきょ,根據,StrUEKBUmjQakbCYCFkL
アプローチ,アプローチ,切球,Swg4ORTE4J7dOenweaYG
まちまち,まちまち,各種各樣的,SyZocy420M7mz7Fo2Rp7
腹立ち,はらだち,憤怒,T0w4n8MLfOsbKSyabJ3V
本音,ほんね,真實意圖，動機,T1qc039TvvCLoZIyLQUc
所得,しょとく,所得,T4Ps6RdbXFcviNEz5zan
幹部,かんぶ,幹部,T5B75hq9zElkGCBpvMXZ
仕掛,しかけ,機關、詭計或裝置,T5DPIbFSXvYYHInXGeLu
好評,こうひょう,好評,T61X01Rsp1Ty9aefNov1
新人,しんじん,新人,T69iXnjdEGAsPgv0Pr85
製鉄,せいてつ,製鐵,T8PZtMVpkkA8YFsQj8Mc
害する,がいする,傷害，冒犯,T9Q1KZoLN03HrFRrlAUv
展示,てんじ,展示,TC43b9F8QHTHXpLs9ExZ
爆弾,ばくだん,炸彈,TI3ngt318XRMJkBuoj5r
歯科,しか,牙科,TJTYUYxRCORc80wOxrPS
野生,やせい,野生,TKEzcqDqX6uU6qfTe3wU
着色,ちゃくしょく,著色,TKfgZSOgtZmCxRrYI0gi
課外,かがい,課外,TL1S15cNEfd7lhbx0Fna
紛らわしい,まぎらわしい,混淆的，令人誤解的，模糊的,TL9SJDbF01XA85Qn6yUz
世論,よろん,輿論,TMc6pReAi3ur9DnaCK6M
傾斜,けいしゃ,傾斜,TMuwOnuW7etFQkBWQagu
庇う,かばう,保護某人，為某人打掩護,TNCQNWxRJRh4CEL31VUM
望ましい,のぞましい,希望的,TNr9vnUREl6OymKjYpN1
大便,だいべん,糞便,TP1GMEjiuYym0SqKjnZe
ボイコット,ボイコット,抵制,TP27ssU2rDwDFJeu23Sy
でかい,でかい,巨大,TPYPn2Wy0WX9veF3wACK
酪農,らくのう,酪農,TPyk1GKezCrI9oZMWhen
ばてる,ばてる,筋疲力盡,TQSQeUJCxxdII4jqjscp
昆虫,こんちゅう,昆蟲,TQcxL1yliSz4DJWtZn3y
間柄,あいだがら,關係,TR3sM7GmUGDbGZGrZiXd
富む,とむ,富有,TR5yPVfp8JlvT63criyt
光熱費,こうねつひ,水電費,TRofQKZmwXK95Ix9M5Qd
おんぶ,おんぶ,揹著人,TSf1Bi4JroTmiBD31rI6
黒字,くろじ,盈餘,TTCB7FGdKSIvN67TgJKF
デッサン,デッサン,素描,TTKdt4Xx2V7sdqi77sWs
舞う,まう,跳舞，飄舞，旋轉,TUGZO88ekRKeaciavWJt
凶作,きょうさく,凶作,TbdZeVLxCSQJRNpXeRW9
主人公,しゅじんこう,主人公,TeUwuMol2j8vERtUJhcO
良質,りょうしつ,良質,TfuWPoW76QRwrjAL9NXH
目途,めど,目途,TfxS0ETnvLZONd8vWJpc
纏まり,まとまり,結論，解決，一致性,TgXUNxLGKWlG1npsJmDR
入手,にゅうしゅ,獲得,Tgu66FLtFZrf12zN1kLo
つぶる (めを～),つぶる (めを～),閉上眼睛,Th0Zm5CfWPpsn6ceTF2p
浴室,よくしつ,浴室,ThUO0RscOtkl952vSDzf
不調,ふちょう,不調，狀態不佳,ThvKcA6yAwRmdVI8g11J
恥,はじ,恥,TlQuJqWeagouOJDwPWYp
壮大,そうだい,壯大,Tml9ckhub6X3AApEOnTO
還暦,かんれき,六十歲壽辰,TnEi9U9h2kkSRgnreaJN
墓地,ぼち,墓地,To0xI6IHrTOjMPr9njGa
勝手,かって,廚房；自私、隨便,To3iAmwEzaFv5j4fpkhH
存続,そんぞく,存續,To68cVVvrztZEKXMxWL7
膨張,ぼうちょう,"膨脹, 腫脹, 增加",TofKhwUWtJcE2NlHrlib
郷愁,きょうしゅう,鄉愁,ToiNw5TmluLfqMXCyTDp
短歌,たんか,短歌,TrKRl2BjPZVA6uHA0sN9
津波,つなみ,海嘯,TuGTttuaBfBmAjPdiUhJ
扉,とびら,門,TuK0dGcGY7j62V6goRON
ホース,ホース,軟管,TuZDgoY2Pf9ZZzDhLt5H
遊牧,ゆうぼく,遊牧,TuvZQn4h9gb27oRh9vmM
株式,かぶしき,股票,TwEAu6QGGANUPseIE3Mc
情勢,じょうせい,情勢,TxKMClI0pT9bTKuLuZZb
既婚,きこん,既婚,TxUht60yCxGtPgS887ip
専用,せんよう,專用,TzIX5TdTgUGtT1dhOTCo
加入,かにゅう,加入,TzKmYpze4IkLhrg0V7Vz
地形,ちけい,地形,TzkiUJBw0pBOn7ffFA8F
静的,せいてき,靜態,U1azrTwUZp13KRdGq2ou
振動,しんどう,振動,U1mamKlhmDiY3pSfJZCA
成育,せいいく,成育,U8OeHPBgcclYoF92pOdn
覆面,ふくめん,"面具, 面紗, 偽裝",U8lXA1kJEIFu7s9a2U4w
不順,ふじゅん,不順,UBxXWypNjSqth37HIoMs
溝,みぞ,"溝, 渠, 間隙",UCFPk7QC1IVaczrIMt4g
具わる,そなわる,具備,UDNntnffpyXxpCyv0COt
肉体,にくたい,肉體,UE5KYP1FLnaQI5ir193g
盛大,せいだい,盛大,UEVnnFQgBNtBSIwfhgVt
味覚,みかく,味覺,UEZKDDlk08v0Vq9YJCCM
西日,にしび,西日,UEoobLB619KjX7kxgoY3
占領,せんりょう,佔領，佔有，獨佔房間,UEs63ZsOldb2o151UD2O
大方,おおかた,大方,UExnetE72WBCWUwxVrRU
直感,ちょっかん,"直感, 本能",UG4qHz0fBTqP2nURoTH1
走行,そうこう,行駛,UG96zsYeSNuBGvDqToQ8
視野,しや,視野,UGF3PpdvgTktP91tOdRk
議案,ぎあん,議案,UGXlzmT14Ij1Y4kA7BB9
ロープウエイ,ロープウエイ,纜車,UIWcve2nC7cyT0KnGtXm
麻酔,ますい,麻醉,UIdAHgu2BrzRAHj2IR4n
実費,じっぴ,實費,ULLYloQ2HfgfCzRVKiPr
日取り,ひどり,預定日期,UMcF1ENp3oViLlH1lgv0
植わる,うわる,被種植,UNaKKQBozyYyLChqndT7
値打ち,ねうち,價值或價錢,URGnlgVZStdpzDK6WR0t
告げる,つげる,告知,URjpfbsxj3Gz4TwWTCyL
入浴,にゅうよく,入浴,UTcGkgMHCOESRrGZxKcR
改定,かいてい,改訂,UUUrwsluIig6necsQoI1
技能,ぎのう,技能,UVau2S5shSUOPEdkTXLA
学説,がくせつ,學説,UVmGPgL7rXjeZTdJHa3U
懸賞,けんしょう,懸賞,UW1TJd96c3ql6vKJfExT
一様,いちよう,一樣,UWrsNfItidJhvlDSwlJZ
潤う,うるおう,潤濕；獲利,UX8HRYukvwS2haboQ3dO
台無し,だいなし,搞砸，毀掉，付諸流水,UYjk4ExryPzeH5HoqLQa
霞む,かすむ,朦朧的,UZ5IQBKJ3djUb67dw7En
取り締まる,とりしまる,打擊、管制、監督」,UaKMRiDZldZoyl4s4jh7
誠,まこと,誠實,UahM2HVsXJMxfiQoL2Jg
あざ,あざ,胎記，瘀青,UbXYGEu1wx8oZjKHvnGr
先着,せんちゃく,先到先得,UdQc8t35we14b3bcxjWQ
放り出す,ほうりだす,扔出去，放棄，拋棄,Ufn14A0fURBOH3Qgsb2u
打ち切る,うちきる,中止、終止、停止,UhLwLVQs4BcNEWJTFv9y
ライス,ライス,米飯,UhfO3DDoPs8r1lmbuiA7
布告,ふこく,布告,Uik8YeqpEbVvSK5FQ37T
晩年,ばんねん,晚年,UjjEnt9IuhR5G5xLkNC1
夜具,やぐ,寢具,UlIhXg9Z4jNsvfOeSPU1
未開,みかい,未開之地,UlpsoAOrO16Uq4OivqbW
引き上げる,ひきあげる,撤退、離開、撤出,UoaGtHJynbwdKLRElbwh
対抗,たいこう,對抗,UoytRwtNHlfjMjRLEaRc
口吟む,くちずさむ,低聲哼唱,UpHwXNyRC9Hd2KxnUWcs
夕焼け,ゆうやけ,晚霞,Us90PgnzGGwwrdiotCjm
残金,ざんきん,餘額,UsHu14Oc8onneKWFGdBQ
原則,げんそく,原則,UuDvIWr38iJkQxVOt6WE
扶養,ふよう,扶養,UwVwhuzX04eZ9kuOoY5c
とぎれる,とぎれる,暫停，中斷,Uwdx3jo06ULbQ998lGmh
おびただしい,おびただしい,無數的,UxAjcpxzZQNju1NiV4u4
記載,きさい,記載,UxKoNXtQDRJlcTwEoaEU
未だ,いまだ,"尚未, 還沒",V2fPEjfB3czKDz8v4GtI
任す,まかす,委託，交給他人,V3WZE8pHCAOfDVsKZtb3
無用,むよう,"無用, 不必要",V6vK6SwjV4Pi06jes1Ri
突っ突く,つっつく,戳弄，推促,V7E5qYTk2vfYHLQcBVKo
正常,せいじょう,正常,V7JTrWcJEnF5iNgg3WEz
邸宅,ていたく,宅邸,V9RXSJgx1GCZ5XYFFSa4
形勢,けいせい,形勢,VAoux9TkkliAa8ZzOACk
手順,てじゅん,程序,VC68MKOqYGjqcrBlfLWp
はらはら,はらはら,提心吊膽,VDaLRwiqKKAgB5Kgb0SB
解除,かいじょ,解除,VGElygBEeMS6O7PHODeX
～掛け,～かけ,架子,VHk1H22Rz4TiBocLpnww
ジャンル,ジャンル,類型,VJDOScZtgHRvwacx4y9T
乃至,ないし,乃至,VLw8eNaDDEbuQBBlwQwz
本質,ほんしつ,本質,VOV35qLyKzvxCLkZ5dt8
避難,ひなん,避難,VSvou6IeCIsyW6BiWOYS
再会,さいかい,再會,VTczNim2uIB63Xi1lsmp
尊ぶ,とうとぶ,重視，珍視，尊重,VWOLAj9gLdoCnmiMyZw2
青春,せいしゅん,青春,Vc8S9iaVP8SjIqgSQLm2
染みる,しみる,滲入；穿透,Ve0GTrVgHkEn8OO3NWAR
マイクロフォン,マイクロフォン,麥克風,VezH73Do1qhMFOx766Iv
水気,みずけ,水氣,VhI0CPk4JMmv3iWri14V
講読,こうどく,講讀,VjtduZ4UCUre4AwYGWnO
対面,たいめん,面對面,VkgdpEVD2hpEhXtOy8K8
参上,さんじょう,拜訪,VkwJ8pA2LeJjNX4dr0Gt
拝借,はいしゃく,借用,VppLY7wr3fmRuKbOUe9h
巧み,たくみ,技巧或聰明,VseUv9qyCaMlalptcvSd
称する,しょうする,自稱,VuB3vf5btsy0vCgk12Ze
いっそ,いっそ,倒不如，乾脆,VwKZzn84UNkLOdQ0HA58
仰ぐ,あおぐ,仰望，尊敬，請求,VwtnVIa88NF3tNLs99w2
凝る,こる,僵硬,VxIvAyFNbKTEAngxEJqf
申込,もうしこみ,申請,W2mWbndBxG8D1C11vbMM
規格,きかく,規格,W3OEQyHsWQMKlyQKSlK4
職務,しょくむ,職務,W6GYTZkMTsY3mt1MCmdI
点線,てんせん,點線,WBMkiW1K4TlAUJj6Ii6Y
特有,とくゆう,特有,WCraQkDnIH1M3xmdIwuM
整列,せいれつ,整列,WDIIljGNT2T1oyaxfa1U
年号,ねんごう,年號,WDdIy8jj2IdLht1P9F9f
ポジション,ポジション,位置,WEa6S15SF9N4Zefei6Hp
再発,さいはつ,"再發, 復發",WFusAuDn1Z16oa9Mvgql
発芽,はつが,發芽,WL9Vp4uXFjKablTalqzD
赤らむ,あからむ,臉紅,WOJZo8qEZouVnffzgiwM
対話,たいわ,對話,WONUztdF02WCyXR0PCiE
処分,しょぶん,處分,WPYLDeRiszhUNNPl5FFK
多忙,たぼう,忙碌,WQ8S3XuVSxG6J950DF99
洪水,こうずい,洪水,WRD6cGkZFgCOChjPv1rh
問い合わせる,といあわせる,詢問,WS7YZNaadS0xu8XBb3Vb
進出,しんしゅつ,進出 ,WSTD1dqBs6H9TSbOGZmX
意図,いと,意圖,WTq37qL4ymKAWMhIwFOj
キャリア,キャリア,職業，職業公務員,WWW5ut9BMUA9tD4wIK4x
断然,だんぜん,絕對地,WaYIkIL16Q2yuEe87izl
片～,かた～,單,WbogaLhBqgApSwDLXPMu
勤勉,きんべん,勤勉,WcgCaxGv5gtk6KG2EIAN
ストライキ,ストライキ,罷工,Wd1XJ2j0YPObP06r9v5q
言い訳,いいわけ,藉口,WdbzQzm7QU4cGPT7sTgy
原油,げんゆ,原油,WeCPDxgysk15FQzCo9a1
装備,そうび,裝備,WeJfi8xCWmZZeIhoI9WD
誤る,あやまる,犯錯,Wia51GqCjtVdKBdCewON
預金,よきん,存款,WqiF4XZiGgQYLqccRVvb
照合,しょうごう,核對,WyJCbgpSezYOuIbQR7aA
着目,ちゃくもく,注目,WywBO5QUrazt9evp2jQd
暴力,ぼうりょく,暴力,WzYzccq98SzzUOY9zbru
調印,ちょういん,簽署，簽字，蓋章,X2b2t6RMjQ3nk17eZ5sF
ユニーク,ユニーク,獨特,X6Vbx2FhynHp61pTeIpG
沿岸,えんがん,沿岸,X94HQkTZUrSVsipgH93f
歪む,ひずむ,扭曲,X9Szati4BTrNIaSs26wh
鞠,まり,球,X9YM70XZQeCRmxLPYybf
ヒント,ヒント,提示,XAQBLNfgFzKLuggbMCde
無茶,むちゃ,荒謬，不合理,XBUUjYksnuQCR76d8FKU
ずらっと,ずらっと,一排,XD40RqBPvg3WcwNPYW4k
再建,さいけん,重建,XDsMe2Wkkwq3tRm7BZWV
受かる,うかる,及格,XFUN8Oufm5HvW8Z2gKTO
カムバック,カムバック,回歸,XG2apiK4cRYEYA9bccJ9
山脈,さんみゃく,山脈,XI7JYx1jeregbFwpikuc
林業,りんぎょう,林業,XJBQ07b6OWEdIAqZG5as
脱出,だっしゅつ,逃出,XJTSZYxUxQtvwXkDX6yM
突っ張る,つっぱる,支撐，變僵；推，堅持,XL4MpmtA1OyOEZ27sWg8
モニター,モニター,螢幕,XN9rJn8DMqvjqMRN0knS
貫禄,かんろく,風采，威嚴,XNpW2Nd3XWFsyavD3Oht
獲得,かくとく,獲得,XPPvhd4nIag5JEQOZfCs
手遅れ,ておくれ,太遲了,XQLTK2hapF79mY6N8WRk
動的,どうてき,動態,XQfhlzONSWpptR3CcjbM
有する,ゆうする,擁有,XT2G63wswhTds537BKUp
張り紙,はりがみ,布告欄上的貼紙,XVWuPoXl5IYeiSh7zYgI
他動詞,たどうし,及物動詞,XYzbEPDQCRo3CVTTgA7H
暗算,あんざん,心算,XZA6NfWwCTpXvfgmspdp
華やか,はなやか,華麗、燦爛、絢麗,XZVp0jl7nbY9za7hJjkR
手元,てもと,手邊的錢。,XcdC9kAXYTy3qeyvdemi
優位,ゆうい,優位,XfTHzw3ob1WVRX0O6kZ7
司法,しほう,司法,XfTkJDA3sarU0i65PIZY
神聖,しんせい,神聖,Xgiq2CWTV8NAVcsdscGg
ワット,ワット,瓦特,Xh6JR30XTOn1KwLFLoLO
災害,さいがい,災害,XiIxPHamprJpwliTOPyA
横綱,よこづな,橫綱,XiQLiR2dl9RMBYPTijFG
内緒,ないしょ,秘密,Xji0KvRmwHU0OHE1tjpi
雫,しずく,水滴」,Xm5llYiefqRlGKhRXd8w
意欲,いよく,意欲,XmYZRxl07C83FBmf4Idq
超,ちょう,超,XoE2j4sS4zHgDs9ZK6Qy
改革,かいかく,改革,Xq9fBcGLpHRDaFPakzsY
直面,ちょくめん,對面,XrB1Sqda909uky5r4iNV
前例,ぜんれい,前例,XrmZf8BZphPNPiW5XvQ8
禁物,きんもつ,禁忌,XspzVtESYeYR2JZhuSBF
自転,じてん,自轉,XvQ8Y8s9af1alFjYIIxw
営む,いとなむ,經營,XvVIFeHb1lz06olg4Kan
肝心,かんじん,肝心的要點,XvswmWPXL93oNB2gusWs
伴う,ともなう,"伴隨, 帶領",XvuPP9ZCRJ18wWceatW5
案の定,あんのじょう,果然,XwKjpONaE6SmQDAXUJKQ
制服,せいふく,制服,XwdT1olP52z24GjJpxW1
地獄,じごく,地獄,XxVlf5wxtXEickp7RTIU
ガレージ,ガレージ,車庫,XzQ4k4T5hwnzLBsIaLfk
原形,げんけい,原形,Y29EEFfY9xxjh7MUilhB
短大,たんだい,短期大學,Y37RI470piGwL6wR9wwd
垂れる,たれる,懸垂、下垂；滴落,Y3A7JOOIwRtSD65Dbelm
溶液,ようえき,溶液,Y6PUjA92Pyz9rk8fQfGP
設ける,もうける,設立，創建,Y9CWbO5aQtmFJdnIyhNx
廃止,はいし,廢止,YAWViyWr7wPe4VhlFcp1
負担,ふたん,負擔,YFwWuqOBjcHFe3PIrVd1
遭難,そうなん,遇難,YHKkOQUy7kGBNsKuwEk5
風習,ふうしゅう,風習,YLDcoVNxIViCbpoaGOHz
利息,りそく,利息,YLI6aoa6FVMLeTgBQvzA
観衆,かんしゅう,觀衆,YOvVeZ2gwdYfPI28paCD
ねだる,ねだる,糾纏，強求,YPPnMsaQVYnFxhkM8DzT
パンク,パンク,爆胎；龐克,YQOEzwmvKLdaupo8Nt9m
手際,てぎわ,手法、技巧、靈活,YQuifGEsjMFNzJBrN3Ob
すんなり,すんなり,順利地，苗條的,YYOm5sXnQmUNL1YJRTta
区切り,くぎり,區分，標點，結束,YZgkdoppvJpLRZCdMyTf
始末,しまつ,處理,YdYB0onofJMNbR2S1GdS
好況,こうきょう,景氣繁榮,YdpCI6IDBBBqLhL7Isi7
主導,しゅどう,主導,YetLDLP8B6m170q1C0m4
多数決,たすうけつ,多數決,Yf9Jt2SzpG8Loxf47z5e
呆然,ぼうぜん,目瞪口呆,YhBxwPPCWnT1z6PavxHC
丈,たけ,長度，高度,YhRYxXHmKvQTQUDt6V1A
移行,いこう,轉移,Yj15FKIbiPKG3ho8PdkJ
配慮,はいりょ,考慮，關心，預想,YjZoWoE7FkJpNOrfdQqi
迅速,じんそく,迅速,YnBW8UOP9Gx7l7GPGKHI
一見,いっけん,一眼之緣，初次見面,YpJPqFnrTNvEaE7FSdjg
乏しい,とぼしい,匱乏的，稀少的，貧窮的,YsBYd2z5AFOamrNdYbdx
アマチュア,アマチュア,業餘愛好者,Yu2kMRg2230ca20rf9jw
疲労,ひろう,疲勞,Yv8FJBDilwNxQlSpZ1S4
無駄遣い,むだづかい,浪費金錢,YvhsYnX5JhHvcEyhL2kD
遠ざかる,とおざかる,遠離,Yx90IYErF5YZwFA2PvUM
引下げる,ひきさげる,拉下，降低，減少，撤回,YyFhUEMFSKM90N7MbetP
究極,きゅうきょく,究極,Z4GnKCP2CCedXhJrKLvo
素朴,そぼく,素朴,Z5OwxTF2vWoj6jrFwbbV
貴族,きぞく,貴族,Z6LxfnkdgnvXTqs11WuK
総合,そうごう,綜合,Z72cQ4x5DBZYnVF1hkEZ
及ぶ,およぶ,達到，延伸,Z7tFVc7wnlMPpMmX7vti
雑談,ざつだん,閒聊，雜談,ZAkYFagy7dfDsm5vfawA
引きずる,ひきずる,拖行，拉扯，延長,ZBSlLUUOvDUOP6z7DEQq
怠慢,たいまん,怠慢,ZCelWitnqfOfze7PvKId
ずばり,ずばり,直截了當,ZEkdGo8xAWJMqKc7mYpZ
無断,むだん,未經允許，未經通知,ZF6PgXu9NDCniXGRsAKo
故,ゆえ,理由、原因、情況,ZIA6QBt68B7L9vuKgBxg
ジャンパー,ジャンパー,夾克,ZJm0IqRX5zQOkQzBhTjT
事項,じこう,事項,ZLBLhyYCBJMMsS0gGJc6
夕暮れ,ゆうぐれ,黃昏,ZLIc2Ta5OAZ2O4jlrSEr
交す,かわす,交換,ZQFWAVDMTmGDwrDt4Tz9
追放,ついほう,放逐,ZTJjpz9C5uy8Ek0insED
体格,たいかく,體格,ZTbVroa7OLo43YdDB3Vt
どうやら,どうやら,看來，總覺得,ZTwOT0TTMPbaeaq7U9R5
幾多,いくた,許多,ZVdc9sCWhyOZXXPAHvHJ
呆気ない,あっけない,不足的，太快了,ZXeBk7cGnOD2Qz1se3J8
略奪,りゃくだつ,掠奪,ZbWW6yuyRx26hs3PqSaY
一筋,ひとすじ,一筋，線條，誠懇地，盲目地，直截了當地,Zbh079FZ1RCWa85tNAPY
頑丈,がんじょう,"堅固, 結實, 強壯",ZboplYYw6HP2YNCsQIKg
渡り鳥,わたりどり,候鳥,ZdNc74haPel9zTYpxiIS
人柄,ひとがら,"人格, 品格",Zeb16jH4ojHcmyWD3fEt
治安,ちあん,治安,ZfdrbckecOAbZRNMTlHN
監視,かんし,監視,ZfkNVaStfkcD8MrqZ10u
悩ましい,なやましい,迷人的，憂鬱的，倦怠的,ZiKoSs9T42aU8kqibv6f
手軽,てがる,簡單的，方便的，實惠的,ZmOfR2rpi88fF9PoimFY
ビールス,ビールス,病毒,Zn0vEe5xCQhKek1lqM8G
動き,うごき,"移動, 活動, 趨勢",ZoiCDn7rf6qUYvpxMCsQ
避ける,よける,"避開, 迴避",ZpxIaHjKYzhn2tkvEmEB
追い出す,おいだす,驅逐，趕走,ZqdO09MxWFpPbGfZcz71
仕上,しあげ,完成修飾,ZrzWJkmB3OCvoKYETmSe
反発,はんぱつ,反發，回彈，反對,ZtEQ3HuqNoYos38qBYmF
