#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
～等,～ら,等,dKL2cfELQKd8iDtpxwCo
草履,ぞうり,草履,dNXQrn5L3TV14MS3uc63
下品(な),げひん(な),粗俗的,dNdyKoOOVTXd0g0ojm1m
概論,がいろん,概論,dOjKYnSVggJdEuVPnLGN
狙い,ねらい,目標,dPJr0TUyGAtkcPZiDlqV
懐かしい,なつかしい,懷念的,dTBYEqFKFplf5rL1wGYp
バイバイ,バイバイ,再見！,dUEKCoazddb7gXF9ZXXV
塵紙,ちりがみ,衛生紙,dVD2OgoNLrCjxVLvPDXb
持参,じさん,攜帶,dbvwtysLizOGEwVAdTlF
休業,きゅうぎょう,暫停營業,dcTJPp878Nxmd7RwloYW
悔やむ,くやむ,"後悔, 哀悼",deVQLHKpcR36bAMjLcDK
床の間,とこのま,床之間,dkNXpXyXlGjE2BWkwlqY
曲げる,まげる,"彎曲, 屈曲, 傾斜",dl3EwHShBlgYyC5utcTL
～省,～しょう,部（機關）,dm69eUQ03ROILlLKcYvL
日にち,ひにち,"日期, 日子",dmvzkohF3eJRsJHD5JCH
突っ込む,つっこむ,衝進去，插入,do1aoTNLtcljSBarTB9g
面接,めんせつ,面接,doG2p6Y3lLO4fzP445nJ
係わる,かかわる,涉及,dofnGF3hQGHPkMcjuSew
機関車,きかんしゃ,機關車,dpNcLjxG9abDXVVTDOFg
隔てる,へだてる,隔絕,dqTy60ZnT1Fb958v2BNL
線路,せんろ,鐵路軌道,drj3eUhRf6CUvFJfegPN
見出し,みだし,標題，索引,dwRgoB33eyFYSq8lxHlv
割算,わりざん,除法,e2FErvFbenD4QVUs5rBp
お邪魔します,おじゃまします,打擾了,e2rpiSkbDlbK3RfS09F2
加速度,かそくど,加速度,e4wqRv8HTrIFwaXzRNQC
盛る,もる,盛（食物）；裝滿；開（藥）,e66WS1sP9blVkyBsnrQ7
ゼミ,ゼミ,研討會,e6iJDlcomLhaIC8Gg1MB
写生,しゃせい,寫生,e8O64vB3SEeO7E3Nm70D
たちまち,たちまち,立即，突然，瞬間,eDgVwWRN6faWpuTwlkDq
下書き,したがき,草稿,eF7tsTBmL5aOz1oNa34j
交替,こうたい,交替,eFJhuvpQnDse9dXF17GM
～場,～じょう,"場所, 場地",eG44AmgEclQEX8zV55AV
反省,はんせい,反省,eG7CBrRe2tyXeul5nUmT
狙う,ねらう,瞄準,eGA9v6bPZbKwxGOy43eH
竹,たけ,竹,eJ3zWHI1cLgQPXIpZcjn
皮肉,ひにく,諷刺，挖苦,eLlvPt7yywcaYPchH8Jo
ミシン,ミシン,縫紉機,eN8EKIPYsaJr9w8KheiZ
構造,こうぞう,結構，建築,eOiU6pm4git9kyvePupE
缶詰,かんづめ,罐頭,eSrVZ7fPMgXGZELGGMkG
目次,もくじ,目次,eVpmypPDJtSxz8SLTomj
～遣い,～づかい,使用,eXNzKFDiSx3fHeU1LLrk
言い付ける,いいつける,吩咐,eYyhSmZ3Jh2V8q3mr77U
重力,じゅうりょく,重力,ebuWcrro7mIY5lTTjaWD
狡い,ずるい,狡猾的,edMTOuWlA9w5VxGTLlbK
移転,いてん,遷移,eeAA5RLfB7JjUh6gCH19
混合,こんごう,混合,ejbD4IjdU2BHhvnnehun
集合,しゅうごう,集合,ekaMaPk2zpIZHT87E3xu
回転,かいてん,旋轉,etQwjqvhIiLZe0JuVULx
ハンドル,ハンドル,把手，方向盤,f0K53b29hOn7azAzo5uH
電力,でんりょく,電力,f2ezbBQyDgA2WelSOWiD
どういたしまして (かん),どういたしまして (かん),不客氣，沒什麼好提的。,f4guhMLn5VeNlirHTMvK
裏口,うらぐち,後門,f4vgeVjR10lkgkj0e3qH
まぜる,まぜる,混合，攪拌,f8TgAgbrLxnC4eDNBo1z
英文,えいぶん,英文句,fBhMQ9FOEjg5e1XfYIv0
おめでたい,おめでたい,喜事,fFKIJfID44hCah1Hu3KL
レインコート,レインコート,雨衣,fGba4W82FXNLCgmJwwmI
～だらけ,～だらけ,充滿～,fIYerRc4UoxxrxwtG9oH
日日,ひにち,日期,fKxFl6aSVPMMq9T41e97
百科事典,ひゃっかじてん,百科事典,fM5YoMWKRbQ4TfvROD53
少なくとも,すくなくとも,至少,fMEjfi1wHPt2wmfKbf03
みじめ,みじめ,悲慘的，可憐的,fOnNld3cRtIAPa8unlhF
背負う,せおう,背負,fRIAF6X1KSc19fEq1K7e
噴火,ふんか,噴火,fUAyxpus5Kzf23qcZd6w
道順,みちじゅん,路線或行程,fVkJZZtAoCWaG0BGHZV6
不運,ふうん,不運,fVrrNCUG11BndV9KgrIN
始終,しじゅう,始終，始終如一,fW92oTKXrcGW4O4b94mG
オートメーション,オートメーション,自動化,fXXEReOdwEpblEKPWWJa
文芸,ぶんげい,文藝,fYxF7uAkoWBXNRyGgZtP
栓,せん,塞子，軟木塞，栓門閥,fZX3BKoDvSITsH2pKW8U
逆さ,さかさ,反過來,fbh99YhTDzZ7Y7UMA8Ln
明明後日,しあさって,大後天。,fdf84szMeLuTvoLd6BKF
話中,はなしちゅう,通話中,fdp0wHU64DFcjDqt4V7T
盆,ぼん,盂蘭盆節；托盤,ffKqbwtgU3jCoz5HDVGu
矢印,やじるし,箭頭,fgEsW1SntXCO5BiYAmZL
直角,ちょっかく,直角,fhe4v8nluhtSzlB2xAzQ
神話,しんわ,神話,fiIcLT5UPbpAtR7bi5WR
～長,～ちょう,長,fmUy0OetaYFxDsOHIa9U
～過ぎる,～すぎる,過度地,frH355ezKs6zIKpB7beg
新幹線,しんかんせん,新幹線,fssToSZfZDpyXF3K0n2o
スタート,スタート,開始,fvNf73AJ1rTljzbh23SN
人通り,ひとどおり,行人往來,fvRXRNyNPX0VRNHD714d
符号,ふごう,符號,fvpS0ypubIb9PJ40U6cP
巡る,めぐる,環繞,fwWVIF1eKfXBefzYkNBd
大層,たいそう,非常,fwbtIXKQgOiDQJSkzXP7
整う,ととのう,整備齊全，有序排列,fzuicbWVVGCrslT92wbE
甘やかす,あまやかす,縱容或溺愛,g48bRJZ9g7yNU7OIX6vG
彫る,ほる,雕刻,g5w6mlcLk0kyMmbqeDA3
送別,そうべつ,送別,gDJjynTR24NiQ3D6Ca2P
矛盾,むじゅん,矛盾,gDwhlVMbtfe9dMqAlML9
肌着,はだぎ,內衣,gFXH738WIWBhtxxAj1fd
防～,ぼう～,防～,gHvg2ozDS1mU0xgfBcRo
応接,おうせつ,接待,gMTQWRe6Z15H3AxcNiWj
包帯,ほうたい,繃帶,gMkAzKufdvGcnQEPHnhL
固まる,かたまる,變硬，固化，變得堅固,gNXa8m04M568aRkZ8LMm
抽象,ちゅうしょう,抽象,gROtFvH01qmtHbOTYSq6
～車,～しゃ,車,gT4alRo44161dKGfK7hJ
屑,くず,廢料，碎屑,gWOeehOwYdHxYxzRRKnt
オーケストラ,オーケストラ,管弦樂團,gXZxCaFygFKgsVrowDXv
取り出す,とりだす,拿出來，挑出來,gYFkbtjzAPAffXu52Dck
寝巻,ねまき,睡衣,gc22wTVkI1rDDVZTW7pK
～風,～ふう,-風,geraButHKgK2FoLXBZxH
賞金,しょうきん,獎金,gi6HhVyBAOGJpt0qakAZ
存ずる,ぞんずる,知道,gjJ62DDfOGMqU4MHomN3
～前,～ぜん,在～面前,glVd1UA1ysGIJDFopSRO
行列,ぎょうれつ,隊伍、行列；矩陣,gnXthMcwpd9UMX6J5fPj
塞がる,ふさがる,塞住，封閉,goKvvRNuPOiW453qPHDc
ロビー,ロビー,大廳,gpAi1jLp3krncBiKYqeg
夫妻,ふさい,夫妻,gtLnPsL52TOfXYvucDbN
ストップ,ストップ,停止,gtszobYa9nDlKkZtgZPD
直流,ちょくりゅう,直流,gub1tBwEbUzN8SAtLvU2
薬指,くすりゆび,無名指,gvbZ7rEJC1hRnMcECnFv
なにしろ,なにしろ,無論如何,gyR2cwR70gO8A2RUOUsE
湯気,ゆげ,蒸氣,gzTbSZBmhEn36tekRcpm
日課,にっか,日課,h25dKJsfmPyhPkvM7ZR1
出入り,でいり,出入,h9dybTBuq3IrAnPXacdN
何とも,なんとも,非常地，毫無,hJUazPl9c15iKDEg8X8P
乾杯,かんぱい,乾杯,hK79v3HGziSMSyotyl8D
大木,たいぼく,大木,hLYKBJcQDmAoix4Yzbrh
あぶる,あぶる,炙燒 或 烘烤,hMDWGEZjp1phXRRSSn3g
鉱物,こうぶつ,礦物,hPOQlEr0eUbK1saNO0zg
山林,さんりん,山林,hPfPM2A3a0kW7tqNfkcU
重点,じゅうてん,重點,hPj4E0IbZWQfa6BThIWH
一応,いちおう,暫且,hSilqsdXZzA6D2uTXU6M
ダイヤグラム,ダイヤグラム,圖表,hY01EM1JRq3LK7xdzXi7
消極的,しょうきょくてき,消極的,hYpXTx1KBmoUDQTMv1Fe
宴会,えんかい,宴會,hb7voa5y5UqX9vG3WwXG
めでたい,めでたい,可喜的，吉祥的,hcmugfHnhnZ3bZMirvOp
恋しい,こいしい,親愛的，摯愛的；思念,hcnahdxGGlz98QT85QXJ
損得,そんとく,損得,hdVvLSVDHialPv45A1ds
～歩,～ほ,步,heteXAVdkPpBPIDb3HRr
和英,わえい,日英,hfeXupI9afLx303VJyaD
お願いします,おねがいします,拜託了,hjyQC1CK4kgD6jqnRwld
いちいち,いちいち,一個一個地，分開地,hk3Beg9qBYT1S2uLEvBN
仮名,かな,假名,hmnwOvc7zQ1ju5HUHTC6
テニスコート,テニスコート,網球場,hmqhLdJcfUU3lpIHD9FK
作成,さくせい,創作、準備,ho8GfVSo4LJuznGoNDo4
風呂敷,ふろしき,包袱布,hoP8IGoTASllTgNZFDlp
ふくめる,ふくめる,包含，指示，使人理解,ht7600N7wpmNZhgKFrSI
森林,しんりん,森林,htDIhCOgSbonTAGTPRBl
憧れる,あこがれる,憧憬,htcrYHmAhf5SWJAC9o05
全集,ぜんしゅう,全集,hv5PaXe2itJTto1E3TQT
外部,がいぶ,外部,hwEeQYck1fsA1cnt6TVF
採る,とる,採用，採摘,hyRpclsDe6WQ5JvAb4Yv
主語,しゅご,主語,hzYpj6vuX2W1VSXl2eOj
月給,げっきゅう,月給,i1FyJQCmpdmU7Zv5cdlF
飽くまで,あくまで,徹底地，堅持到底,i1TaTyTskLCTsPEJzgyd
余る,あまる,剩餘,i2nIjyFXR9cIbD7VDD2B
貨物,かもつ,貨物,i4sLyq4R7ju10IWzCwqG
蛇口,じゃぐち,水龍頭,i88IWOYzMlpYUC2oGQPY
あらわす,あらわす,發表,iBdKlk8UHq34mZLespIo
高～,こう～,高～,iEiGEHymcdRYimOh9h57
幼児,ようじ,"幼兒, 嬰兒, 小孩",iF2D1KAjDQUQ3xmQwzdJ
省～,しょう～,節省～,iG5lqkfhiie8jjKajbrO
憎らしい,にくらしい,可惡的,iLWEjDkDX1ZFl4So6zfg
荒れる,あれる,暴風雨的，粗糙的，毀壞的,iOhJdVohRPJvJLN9uVAH
敬語,けいご,敬語,iSLdMGuTy4HdYVUIJOdU
祭る,まつる,供奉，祭祀,iTsG5xUfI6IiwQhzV7xI
おかまいなく,おかまいなく,請別忙了。,iUXQ8gaGyVG6jM35xPOi
伯父さん,おじさん,伯父先生,iXzoMD8XOW7exa76XVZl
乾電池,かんでんち,乾電池,ic1awE7WcxmVyB0YHBJe
ぴたり,ぴたり,恰好，緊貼,imaEKq3gkB70EmGFwOWX
加速,かそく,加速,inE3EhTEg334GIfJzq9T
ヘリコプター,ヘリコプター,直升機,ioreZv3ke3Be3rxCto3X
耕地,こうち,耕地,itr2hSkSuF2cRw4hAThV
スカーフ,スカーフ,圍巾,iu3fNgR9DZD34ZNgnUoe
芯,しん,核心，內核，燭芯,iusd378QDDRSgC9LCMOO
挟まる,はさまる,夾在中間，被夾住,iv9zHM7Wnh8sYnHNTr33
役人,やくにん,政府官員,j4W54xfbVL3cDlREYhJt
寝台,しんだい,床,j6NE9vYcB3MGZlP7AqCu
応ずる,おうずる,回應，遵守,j6YrxTDSxP6xk9GOVjkK
じゃんけん,じゃんけん,剪刀石頭布,jBZ6PZ7MzgYXvA6pGGhT
体積,たいせき,體積,jDTW23ARuhm8fr5SBG1q
月日,つきひ,時光、歲月,jFzpJdsUfwVIo4ID1oNf
突き当たり,つきあたり,盡頭,jHBlZfTodm8af5Tadzn9
夕立,ゆうだち,傍晚陣雨,jHfE9foyWmU6Ju0DCsRt
初旬,しょじゅん,上旬,jI9clLDMW3uX3Vio3dJX
這う,はう,爬行,jICkEzsACtn3iwitIP9k
ずらり,ずらり,成排地,jJlJ7MHU7PCOIhp7PGI2
下車,げしゃ,下車,jM45ia2MDLrrorOj75ZI
～期,～き,期,jP07hVnmIJLtRC7N3dXY
主人,しゅじん,丈夫,jP4TAma1kdnYu4vFlKpk
～圏,～けん,圈,jPBXKxNCYbuhoK0e1xbv
かび (～がはえる),かび (～がはえる),黴菌,jU7JWScSUdoMr7jJkAQe
産地,さんち,產地,jXvtCwaVQ2yXYRLeetbX
人命,じんめい,人命,jerYLDhlm10NByqQvalX
何々,なになに,某某,jeuq507R9jufS3JJ27Yj
刺さる,ささる,刺入，卡住,jhpBaiN4v2ywpFc9Y2ZG
ローマ字,ローマじ,羅馬字母,jiiK9rELHtU22duPqy2B
速達,そくたつ,限時專送,jjfvEuJTXnvlYrCSRP3t
引受る,ひきうける,承擔，接管,jkTqDx6BVQwXteFQv9vP
接続,せつぞく,"連接, 結合, 聯結",jkZblKNQHFjWMxt2gUwJ
いきなり,いきなり,突然,jlgRn31qpvBRxUIa4Uvt
汁,しる,"汁液, 湯",jlmaV9QZ5GOTEBFcOqZi
姿勢,しせい,態度、姿勢,jm5UTZfS4rhrjgTSoMmT
クリーニング,クリーニング,乾洗,jmFh1AfkRXaWzEiYUbtp
私鉄,してつ,私鐵,jmNbDTAPNlUHOHXSYy2W
思いっ切り,おもいっきり,盡情地,joTn7TnJl0T10H4gqMCT
金魚,きんぎょ,金魚,jrdWHGtD6lX5RnzZubGp
～泊,～はく,晚,jw8zeRuywPhTJu8lEgZP
田植え,たうえ,插秧,jxUmJBJnOtkP3TwbqU3x
ナイロン,ナイロン,尼龍,jxesccqhv1sHQY4QLxJ5
散らかる,ちらかる,凌亂,k5YPXLA4puQFqhGciGRk
へそ,へそ,肚臍,k67gASb0nQVT6ucSdKdc
順序,じゅんじょ,順序,k6uvCL8XCblOT4Gp95SX
せっせと,せっせと,忙碌地，勤奮地,k94lRuwZgZLEushybszx
目印,めじるし,標誌,kAOroWEIj6CXFsmMpTRg
水滴,すいてき,水滴,kCO5jPCdJB87jZ1bmExL
蒸気,じょうき,蒸氣,kD9J4mhDrxHTAr6GQ4HM
湯飲み,ゆのみ,茶杯,kFw3TmSWUKDir9oYqULE
上～,うわ～,上～,kHszy4H7W9ZrcN9XO8WS
いよいよ,いよいよ,終於，越發,kLNkX9rVERr2Mcppx43d
空～,くう～,空～,kO9sQk74kQKTdkXG4YIr
掛け算,かけざん,乘法,kV0gfnuZQWKZlAci5Ya9
払い戻す,はらいもどす,償還，退還,kYFwT3sIIzLJ62bSmtWf
万歳,ばんざい,萬歲 ~! (!),kYIvk7DOnDK4u5CHwjIm
あみもの,あみもの,"編織, 網絡",kfTvrBNrmwFANXjTTRaI
溶け込む,とけこむ,融入,kngQ2xvayWxUKQPhfuma
書店,しょてん,書店,kokxAFHmGHKTLO6fgKhE
揃える,そろえる,整理，排列,kvPgkWDBMAPbbOnvIhr5
換気,かんき,通風,kxVEnA1Q9kxoiBYT2QJA
シーズン,シーズン,賽季,kzTV9olZjEoIvA0MWDHa
吐き気,はきけ,噁心想吐,l09OzYQ9enD2P2op0APo
強気,つよき,強氣,l0Tk3RXbZoFWI71GkaHv
商社,しょうしゃ,貿易公司,l0hyAurJlpuHVi7IDFE5
サークル,サークル,社團,l11iQRrcsRYIdOicHjwd
鉄砲,てっぽう,火槍,l1rpoKyzr6JoPgfpcJMq
峠,とうげ,山嶺，山口,l2cJqRKDktfPQANKY11Z
酔っ払い,よっぱらい,醉漢,l3XxzzJaiGdZkJHWZdyI
～内,～ない,內部,l4qq6JgOTRq7dniAu6XF
～夜,～や,晚上,l5vIT0nFQjjkPMjT5fi6
街角,まちかど,街角,lA6MGBctLz6u0lXc3qFv
留まる,とまる,留下，停留,lAvvkXp4iaU7vlSfQ1j7
省略,しょうりゃく,省略,lC1LjSOxDUO3O4qQzO8W
～ところ,～ところ,正要...,lC58WGW9i4SIgmEq9pql
方面,ほうめん,方面,lE0wjZMXfxRNMbzQQ8lO
整備,せいび,"維修, 整備",lEGlrvrv9QyHqOgo3O1p
垂直,すいちょく,垂直,lEcRe4tAMWTIY9hSaJF1
落着く,おちつく,冷靜下來，安定下來,lKs0B3vPef8CCStELGeR
運河,うんが,運河,lLasekhb7trbJ3pVfxRJ
ポスター,ポスター,海報,lNq8wfBqgYrkkrSxIuDR
岬,みさき,岬,lQk4kuri4074XMaPH7Xp
郵送,ゆうそう,郵送,lSuXKjsUdCsghjFQMjMH
儀式,ぎしき,儀式,lTrx4yg03qTgOKkeVWQg
見慣れる,みなれる,看慣,lUR7hrYCIjUVJE1vWiXp
往復,おうふく,往復,lUUeY4slUMOCeIeqIqI1
日の入り,ひのいり,日落,lUVETWpR6IvHsJG35qmk
引っ越し,ひっこし,搬家,lVzscBO28CNfcP1PnoiQ
幼稚,ようち,幼稚,lW2BCdxjhAG0eGFbdzir
～費,～ひ,～費,lWNSb1Zrs8CpR5HatjRr
～歌,～か,～之歌,lYqQymd9dY1GVb0Dlwqu
そば,そば,附近、旁邊；蕎麥麵,lapVSdBNgtFj6yxZ34UA
五十音,ごじゅうおん,五十音,lavAy3URQ74FYpjDL5Rl
堪える,たえる,忍受,lcpmr8ik2cuKoOqzF0We
ぼろ,ぼろ,破布，破舊的衣服,lfnsiIgbLK1kZfztT8gu
過剰,かじょう,過剰,lgeSxNLdpukxXqyU725a
うんと,うんと,很多、非常多,ljQxuMeTNHGjBgVSy29v
囁く,ささやく,耳語,lmAQOUpibMRhYKBKAaEk
大分,だいぶん,相當地,lobQJxrOcekkmX3jKdiA
可決,かけつ,通過,lr63A8YZiREfzXKpIpvw
ブラウス,ブラウス,襯衫,lrDGZsiJ14ssATRsXQ1r
雑巾,ぞうきん,抹布,lrLthSSChfnsY8ru859a
平日,へいじつ,平日,lsHhhmwEBZDjojw6afJT
しゃっくり,しゃっくり,打嗝,lsvC8LQUztOz4DppBYSg
断水,だんすい,停水,luSwkjlzmIXX0jwnHidY
外～,がい～,外,ludw1aaALgKsms3Nc3cn
生年月日,せいねんがっぴ,生年月日,lyt68BFEfJsi3JPoPgDY
形式,けいしき,形式,m1hRJzwTvmo2Klaqi90E
実感,じっかん,實感,m1wvkbGunl95CcyjyqVG
標識,ひょうしき,標識,m23Tq1Bwb6WnTD7pecYL
威張る,いばる,傲慢地炫耀,m3zNt6PyIItSnWYxxbpp
溶かす,とかす,"溶化, 溶解",m6ZpOz1mdj8LoyDqL8Zq
～通り,～とおり,遵照……，依據……，……街，……大道,m6lsuxqSefZ2s3eUeNQr
焦がす,こがす,燒焦,m927JTTOfO62st0a9U9w
目下,もっか,目下,m9EGGW8Buwq6t8w51z4D
中年,ちゅうねん,中年,m9WlEHlgyF5vP9lKCU51
学力,がくりょく,學力,m9e2oSFt1UFHo2YlFXr9
国王,こくおう,國王,mAUu6uE8m2jYGQyywxi6
公衆,こうしゅう,公眾,mDLftVd662Q40fiPk90q
～続く,～つづく,繼續，跟隨，持續,mGZ5va3sXB9aApeZCm8k
輸血,ゆけつ,輸血,mH7TLR7J2VDKO4oQita2
図表,ずひょう,圖表,mMWrf9VyW1LO1Nt74Vul
小指,こゆび,小指,mNG3yRVvbG04NKkmymnc
姪,めい,姪女,mTuYFzv6gaUCsIKtqgqG
怠る,おこたる,怠忽；疏忽,mUcZ47Gzpwiq29fHmoIP
モデル,モデル,模特兒,mW4zvqdHtHpxr5HB5g8M
～口,～くち,口,mXtj8bXU1T5oFeTpnxu8
公共,こうきょう,公共,mhm02yf0tSGV6iGjnhXm
実用,じつよう,實用，實用性,mj2G0H3VYR3fU55Z9MnW
表紙,ひょうし,封面,mjdfrQRH3GAnoyP37tVq
風船,ふうせん,氣球,mjvVR07cQ0RmFUbFuN8S
お帰り,おかえり,歡迎回來,mkQBP0vkzvFPAgRAzXG3
煉瓦,れんが,磚塊,mrs3S1sbhoO6QyTWY2Kj
気を付ける,きをつける,"注意 (pay attention/be careful), 小心 (be careful/take care)",mskjul8xpP5ofjP2aB32
はじめまして,はじめまして,初次見面，請多指教。,muzOtKbFDQGgnpDYfSav
惨めな,みじめな,悲慘的,mvjeEOxcAVPwMT1NmhMJ
司会,しかい,主持人,mwdPu5oA2s5XRSmc4RPe
しかく しかくい,しかく しかくい,正方形 (noun)，方的 (adjective),mxf3zGONqy6XseRQVxqb
死体,したい,屍體,mxi73D7PoCh2o6sgwWzk
農産物,のうさんぶつ,農產物,myX3NEZjlDkbiLgGBgfX
修繕,しゅうぜん,修繕,n0BjxcaYRFVUF0fb5GH9
直通,ちょくつう,直通連接,n75S03vznOReTtsi2Z7M
リボン,リボン,絲帶,n8NH3VXitmgZ6nivdmbe
真っ青,まっさお,深藍，慘白,n8rzUaJ6r1vCP0IJ1EtE
鉢,はち,碗，盆,n92Fm94kZb5LIhmRZbey
牧畜,ぼくちく,畜牧,nFtr3IJfTbOyoT9GriWj
火山,かざん,火山,nG3lePkklDjO2uXT8kNB
おかず,おかず,配菜,nG8DGEiNUmhGMZZD5LvW
関東,かんとう,關東地區,nNHex9V1MdBehMcg2rFO
効力,こうりょく,效力,nOJ9ox5gTOv8ICG0wCpu
大して,たいして,不太多,nP8AXCrRp8P3r24BvF9k
隙間,すきま,縫隙,nSpjIwazsHKmX8S1Hhtx
待合室,まちあいしつ,等候室,nT6mpSO58ToyDtf0PlAa
校舎,こうしゃ,校舍,nU60FHKmqVdcJqiYVq5o
限り,かぎり,限度，盡可能,nZSxgKEAiZHcBBWvIU60
配る,くばる,分發，配送,nZynMDg0durGcPrOFKAY
垣根,かきね,樹籬,na6MC1DpIFTE2XrvKue2
田ぼ,たんぼ,稻田,nbNNoleLPlr9xP9OQBKE
ベテラン,ベテラン,老手,ncQMmrtmPwv9cu3bvNf5
相変わらず,あいかわらず,一如既往,nciE949simRdt3pHsiTY
図形,ずけい,圖形,nfYaSVZFsi7CWmw0BWNm
(かさを～) さす,(かさを～) さす,撐傘,nk2ogO1mA5sKz5ynFCgc
叔父さん,おじさん,叔叔或中年男士,nt3HSZpR9qdkw0KaIxDz
必需品,ひつじゅひん,必需品,nvDJbNX1Q8Sxg9qLNl2c
ランニング,ランニング,跑步 / 背心,nvM2WYnDCShn93fQiucO
プログラム,プログラム,程式,nvTC5D9qXVqCNYNX8aO9
農薬,のうやく,農藥,ny2cTNc66TowiSWaLSsi
温室,おんしつ,溫室,o0ASgOPz2I4tBW4tyQXO
乗り越し,のりこし,坐過站,o0sNp3913Bd4t5jHdoqT
～料,～りょう,費用,o7m8wBCxWe5MGJlM80U7
頂点,ちょうてん,頂點,oEha0swDU1qPNVKYdDAJ
ぜひとも,ぜひとも,務必,oG76sCoLpBw37PERXcla
毛皮,けがわ,毛皮,oJ77vlxLJz0Ym5y67oiT
膨らむ,ふくらむ,膨脹，腫脹，充氣,oJepGdDOh39EfPP37jZ0
坊っちゃん,ぼっちゃん,令郎,oLbLemEGBK7nmSqMpkk8
熱する,ねっする,加熱,oM1EEzRzyFaX3q9zuS0B
休講,きゅうこう,停課,oOMnFostK1lMVqMTtPvU
貝,かい,貝,oQyhJLi9gG3XpjDnSjC6
～国,～こく,～國,oRa8tqvZXZv71gExuB8h
煙突,えんとつ,煙囪,oSqkSJ4Xwzlug9Oh9hIs
はい (かん),はい (かん),是,oULY6gm4z2pZrdhMTnkc
しみじみ,しみじみ,深切地，深刻地,oVWuRefW2xj6SIteshdk
地点,ちてん,地點,oYptRQk8xMhuW8wC5rLK
しつこい,しつこい,固執的，糾纏的,oZlaAFaKIesiHNm2fu6x
部品,ぶひん,"零件, 配件",obmBvGJZ5aQDgXWCtgeT
行っていらっしゃい,いっていらっしゃい,慢走！,ocJViTWMbehVCZnK2f7u
当たり前,あたりまえ,當然,od40OhwEIq50U0nKiO8N
たんす,たんす,斗櫃,od5PwlXKAqS1xbHrflFV
～向け,～むけ,專門為～,ojFJIVhE0qcLy4NoDsfA
体操,たいそう,體操,ookZHzAC4kxwIkIvXV0n
スリッパ,スリッパ,拖鞋,opvpxFLow954psuNBLgH
ダイヤモンド,ダイヤモンド,鑽石,oqgk6CtnNponYA2b9sI3
転々,てんてん,輾轉,oqzGPWMFUeZfox6SMvM3
そのころ,そのころ,當時,orRbB1C8jFz5N8dRYq03
もやす,もやす,燃燒,orZ6IZ6UMKYSG4zkFRdy
無地,むじ,素色,orZwd9ca1T0jZNqyJIDb
おおざっぱ,おおざっぱ,粗略，大致的,ornJmN4gUu63tvB9Adis
送料,そうりょう,郵費，運費,ovSfoh8sCvKViEuXUNic
標準,ひょうじゅん,標準,p0YarSESoahlaN6AeC9l
果して,はたして,果然，真的,p1jRz89tSMdH4f0RHjL3
お休み,おやすみ,假期，缺席；晚安,p5EQRQXHfKK11EYsRpUF
ネックレス,ネックレス,項鍊,p6nwgBjEd5E5k59We1Og
～沿い,～そい,沿著,pA1XBdib6mElJadVtRJO
絵の具,えのぐ,顏料,pCTiFXP9F5CnmhcYEZpp
植木,うえき,園藝灌木、樹木、盆栽植物,pDQC38kuEFM4Qof6m3ab
肘,ひじ,肘,pFghCQfWe8E1tHYCseIW
ピンク,ピンク,粉紅色,pGBMdgvcVigK6zsQyvXX
法則,ほうそく,法則,pHmnCOuU1ky3XJAEBcEO
歯車,はぐるま,齒輪,pI12PRYT6HKPJdhr4e7E
ペンチ,ペンチ,鋼絲鉗,pN2LzRdykpKGLNIgvq29
凍える,こごえる,凍結，受寒，凍僵,pN3ADJhhhcjbzd3PA1Gv
現に,げんに,實際上，真的,pSu7FkMg9lVjDK1jef2c
改正,かいせい,修正,pT1tobhcGskwQ21NtB1b
とっくに,とっくに,早就,pUQQgqIsTCnUfaH2Xd3J
こないだ,こないだ,前幾天,pXnle1piVIYivH6C8BEb
独り言,ひとりごと,自言自語,pZSqOgsqyh7c0Gnna3PY
サラリーマン,サラリーマン,薪水族,pctPx12VfgAcwkveC4yk
紙屑,かみくず,廢紙,pd0ozVbl0aJ3TcvOZP7O
思いっきり,おもいっきり,盡全力,pfJrgbwds6bV9kSzuUvB
香水,こうすい,香水,pfTNCM8c7dEeSmnXXazb
研修,けんしゅう,培訓,pfZ24mFJ8eXEBuPKpuiv
農村,のうそん,農村,pga18jLdr6E9cDbZooR2
縮れる,ちぢれる,捲曲的,phez9mKlafC9z2og5Far
直線,ちょくせん,直線,pm2xfYZxV8XjEgq7DRrj
締め切る,しめきる,"關閉, 取消",pn0IFZLjeggvQ7T0qSRY
発揮,はっき,展覽，示範，展示,pqHBSi507DWSQANNVK0M
卑怯,ひきょう,卑怯，卑鄙，不公平,puKMLxranUg9s9fPKPcg
自衛,じえい,自衛,pvHUTAHahxFZskoGH3FT
単数,たんすう,單數,pvYQwGQkRG8kLZbpXYeH
日の出,ひので,日出時刻,pvyFEeiEwErg2ffO5K7m
税関,ぜいかん,海關,pxYprg5oLKofUhCg9XM2
手入れ,ていれ,維護，修理,q65AE34IpLf8YuaoXzWu
漁業,ぎょぎょう,漁業,q8frvYiAqRjOpuIm85fe
液体,えきたい,液體,q9lHQATt0ASy1bLIX5QN
自治,じち,自治,qA49RuDKXpcvu02YP4cv
緩い,ゆるい,鬆的，寬鬆的，緩慢的,qAq7d8CfDv36qooDN7rO
在学,ざいがく,在學中,qCrPkxcBC48LUZncWIQi
生き生き,いきいき,生機勃勃,qDiGwgUgvd4FkdxYBSwX
